Connection,Zone,Coefficent
405,K1,-0.62,K2,0,K3,0.62,K4,0.95,K5,0.65,K6,0.08,K7,0.08,K8,0.65,K9,0.95,K10,0.62,K11,0,K12,-0.62,L1,-0.94,L2,0,L3,1.05,L4,1.9,L5,1.74,L6,0.15,L7,0.15,L8,1.74,L9,1.9,L10,1.05,L11,0,L12,-0.94,M1,-0.62,M2,0,M3,0.62,M4,0.95,M5,0.65,M6,0.08,M7,0.08,M8,0.65,M9,0.95,M10,0.62,M11,0,M12,-0.62
406,K1,0.22,K2,0,K3,-0.2,K4,-0.2,K5,0.25,K6,0.68,K7,0.68,K8,0.25,K9,-0.2,K10,-0.2,K11,0,K12,0.22,L1,0.36,L2,0,L3,-0.39,L4,-0.62,L5,-0.19,L6,1.35,L7,1.35,L8,-0.19,L9,-0.62,L10,-0.39,L11,0,L12,0.36,M1,0.22,M2,0,M3,-0.2,M4,-0.2,M5,0.25,M6,0.68,M7,0.68,M8,0.25,M9,-0.2,M10,-0.2,M11,0,M12,0.22
407,K1,-0.62,K2,0,K3,0.62,K4,0.95,K5,0.65,K6,0.08,K7,0.08,K8,0.65,K9,0.95,K10,0.62,K11,0,K12,-0.62,L1,-0.94,L2,0,L3,1.05,L4,1.9,L5,1.74,L6,0.15,L7,0.15,L8,1.74,L9,1.9,L10,1.05,L11,0,L12,-0.94,M1,-0.62,M2,0,M3,0.62,M4,0.95,M5,0.65,M6,0.08,M7,0.08,M8,0.65,M9,0.95,M10,0.62,M11,0,M12,-0.62
408,K1,-0.05,K2,0,K3,0.06,K4,0.1,K5,0.12,K6,0.13,K7,0.14,K8,0.21,K9,0.26,K10,0.18,K11,0,K12,0.24,L1,-0.08,L2,0,L3,0.09,L4,0.18,L5,0.24,L6,0.26,L7,0.24,L8,0.31,L9,0.4,L10,0.64,L11,0.98,L12,0.63,M1,-0.05,M2,0,M3,0.06,M4,0.1,M5,0.12,M6,0.13,M7,0.14,M8,0.21,M9,0.26,M10,0.18,M11,0,M12,0.24
409,L1,0.28,L2,0,L3,0.13,L4,0.18,L5,0.15,L6,0.13,L7,0.12,L8,0.07,L9,0.03,L10,0.01,L11,0,L12,-0.01,M1,0.68,M2,0.98,M3,0.56,M4,0.27,M5,0.22,M6,0.23,M7,0.25,M8,0.15,M9,0.06,M10,0.02,M11,0,M12,-0.01,N1,0.28,N2,0,N3,0.13,N4,0.18,N5,0.15,N6,0.13,N7,0.12,N8,0.07,N9,0.03,N10,0.01,N11,0,N12,-0.01
410,L1,-0.16,L2,0,L3,0.19,L4,0.38,L5,0.58,L6,0.71,L7,0.71,L8,0.58,L9,0.38,L10,0.19,L11,0,L12,-0.16,M1,-0.2,M2,0,M3,0.25,M4,0.61,M5,1.06,M6,1.5,M7,1.5,M8,1.06,M9,0.61,M10,0.25,M11,0,M12,-0.2,N1,-0.16,N2,0,N3,0.19,N4,0.38,N5,0.58,N6,0.71,N7,0.71,N8,0.58,N9,0.38,N10,0.19,N11,0,N12,-0.16
411,L1,-0.01,L2,0,L3,0.01,L4,0.03,L5,0.07,L6,0.12,L7,0.13,L8,0.15,L9,0.18,L10,0.13,L11,0,L12,0.28,M1,-0.01,M2,0,M3,0.02,M4,0.06,M5,0.15,M6,0.25,M7,0.23,M8,0.22,M9,0.27,M10,0.56,M11,0.98,M12,0.68,N1,-0.01,N2,0,N3,0.01,N4,0.03,N5,0.07,N6,0.12,N7,0.13,N8,0.15,N9,0.18,N10,0.13,N11,0,N12,0.28
412,M1,0.24,M2,0,M3,0.18,M4,0.26,M5,0.21,M6,0.14,M7,0.13,M8,0.12,M9,0.1,M10,0.06,M11,0,M12,-0.05,N1,0.63,N2,0.98,N3,0.64,N4,0.4,N5,0.31,N6,0.24,N7,0.26,N8,0.24,N9,0.18,N10,0.09,N11,0,N12,-0.08,O1,0.24,O2,0,O3,0.18,O4,0.26,O5,0.21,O6,0.14,O7,0.13,O8,0.12,O9,0.1,O10,0.06,O11,0,O12,-0.05
413,M1,-0.62,M2,0,M3,0.62,M4,0.95,M5,0.65,M6,0.08,M7,0.08,M8,0.65,M9,0.95,M10,0.62,M11,0,M12,-0.62,N1,-0.94,N2,0,N3,1.05,N4,1.9,N5,1.74,N6,0.15,N7,0.15,N8,1.74,N9,1.9,N10,1.05,N11,0,N12,-0.94,O1,-0.62,O2,0,O3,0.62,O4,0.95,O5,0.65,O6,0.08,O7,0.08,O8,0.65,O9,0.95,O10,0.62,O11,0,O12,-0.62
414,M1,0.22,M2,0,M3,-0.2,M4,-0.2,M5,0.25,M6,0.68,M7,0.68,M8,0.25,M9,-0.2,M10,-0.2,M11,0,M12,0.22,N1,0.36,N2,0,N3,-0.39,N4,-0.62,N5,-0.19,N6,1.35,N7,1.35,N8,-0.19,N9,-0.62,N10,-0.39,N11,0,N12,0.36,O1,0.22,O2,0,O3,-0.2,O4,-0.2,O5,0.25,O6,0.68,O7,0.68,O8,0.25,O9,-0.2,O10,-0.2,O11,0,O12,0.22
415,M1,-0.62,M2,0,M3,0.62,M4,0.95,M5,0.65,M6,0.08,M7,0.08,M8,0.65,M9,0.95,M10,0.62,M11,0,M12,-0.62,N1,-0.94,N2,0,N3,1.05,N4,1.9,N5,1.74,N6,0.15,N7,0.15,N8,1.74,N9,1.9,N10,1.05,N11,0,N12,-0.94,O1,-0.62,O2,0,O3,0.62,O4,0.95,O5,0.65,O6,0.08,O7,0.08,O8,0.65,O9,0.95,O10,0.62,O11,0,O12,-0.62
416,M1,-0.05,M2,0,M3,0.06,M4,0.1,M5,0.12,M6,0.13,M7,0.14,M8,0.21,M9,0.26,M10,0.18,M11,0,M12,0.24,N1,-0.08,N2,0,N3,0.09,N4,0.18,N5,0.24,N6,0.26,N7,0.24,N8,0.31,N9,0.4,N10,0.64,N11,0.98,N12,0.63,O1,-0.05,O2,0,O3,0.06,O4,0.1,O5,0.12,O6,0.13,O7,0.14,O8,0.21,O9,0.26,O10,0.18,O11,0,O12,0.24
417,N1,0.28,N2,0,N3,0.13,N4,0.18,N5,0.15,N6,0.13,N7,0.12,N8,0.07,N9,0.03,N10,0.01,N11,0,N12,-0.01,O1,0.68,O2,0.98,O3,0.56,O4,0.27,O5,0.22,O6,0.23,O7,0.25,O8,0.15,O9,0.06,O10,0.02,O11,0,O12,-0.01,,,,,,,,,,,,,,,,,,,,,,,,
418,N1,-0.16,N2,0,N3,0.19,N4,0.38,N5,0.58,N6,0.71,N7,0.71,N8,0.58,N9,0.38,N10,0.19,N11,0,N12,-0.16,O1,-0.2,O2,0,O3,0.25,O4,0.61,O5,1.06,O6,1.5,O7,1.5,O8,1.06,O9,0.61,O10,0.25,O11,0,O12,-0.2,,,,,,,,,,,,,,,,,,,,,,,,
419,N1,-0.01,N2,0,N3,0.01,N4,0.03,N5,0.07,N6,0.12,N7,0.13,N8,0.15,N9,0.18,N10,0.13,N11,0,N12,0.28,O1,-0.01,O2,0,O3,0.02,O4,0.06,O5,0.15,O6,0.25,O7,0.23,O8,0.22,O9,0.27,O10,0.56,O11,0.98,O12,0.68,,,,,,,,,,,,,,,,,,,,,,,,
420,WSA1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,WSA2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,WSB1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,WSB2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,WSC1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,WSC2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,WSD1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,WSD2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,WSE1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,WSE2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,WSF1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,WSF2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,WSG1,1
433,WSG2,1
434,WSH1,1
435,WSH2,1
436,WSI1,1
437,WSI2,1
438,WSJ1,1
439,WSJ2,1
440,WSK1,1
441,WSK2,1
442,WSL1,1
443,WSL2,1
444,WSM1,1
445,WSM2,1
446,WSN1,1
447,WSN2,1
448,WSO1,1
449,WSO2,1
450,WNA1,1
451,WNA2,1
452,WNB1,1
453,WNB2,1
454,WNC1,1
455,WNC2,1
456,WND1,1
457,WND2,1
458,WNE1,1
459,WNE2,1
460,WNF1,1
461,WNF2,1
462,WNG1,1
463,WNG2,1
464,WNH1,1
465,WNH2,1
466,WNI1,1
467,WNI2,1
468,WNJ1,1
469,WNJ2,1
470,WNK1,1
471,WNK2,1
472,WNL1,1
473,WNL2,1
474,WNM1,1
475,WNM2,1
476,WNN1,1
477,WNN2,1
478,WNO1,1
479,WNO2,1
480,WW21,1
481,WW22,1
482,WW31,1
483,WW32,1
484,WW41,1
485,WW42,1
486,WW51,1
487,WW52,1
488,WW61,1
489,WW62,1
490,WW71,1
491,WW72,1
492,WW81,1
493,WW82,1
494,WW91,1
495,WW92,1
496,WE21,1
497,WE22,1
498,WE31,1
499,WE32,1
500,WE41,1
501,WE42,1
502,WE51,1
503,WE52,1
504,WE61,1
505,WE62,1
506,WE71,1
507,WE72,1
508,WE81,1
509,WE82,1
510,WE91,1
511,WE92,1
512,WE63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,WW63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,WW21,0.0043,WW22,0.01291,WW31,0.00383,WW32,0.01148,WW41,0.00319,WW42,0.00957,WW51,0.00255,WW52,0.00765,WW61,0.00191,WW62,0.00574,WW71,0.00128,WW72,0.00383,WW81,0.00064,WW82,0.00191,WW91,0.00016,WW92,0.00048,WE21,-0.0043,WE22,-0.01291,WE31,-0.00383,WE32,-0.01148,WE41,-0.00319,WE42,-0.00957,WE51,-0.00255,WE52,-0.00765,WE61,-0.00191,WE62,-0.00574,WE71,-0.00383,WE72,-0.00383,WE81,-0.00064,WE82,-0.00191,WE91,-0.00016,WE92,-0.00048
516,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
517,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
518,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
519,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
520,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
521,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
522,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
523,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
524,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
525,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
526,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
527,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
528,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
529,WW21,0.0043,WW22,0.01291,WW31,0.00383,WW32,0.01148,WW41,0.00319,WW42,0.00957,WW51,0.00255,WW52,0.00765,WW61,0.00191,WW62,0.00574,WW71,0.00128,WW72,0.00383,WW81,0.00064,WW82,0.00191,WW91,0.00016,WW92,0.00048,WE21,-0.0043,WE22,-0.01291,WE31,-0.00383,WE32,-0.01148,WE41,-0.00319,WE42,-0.00957,WE51,-0.00255,WE52,-0.00765,WE61,-0.00191,WE62,-0.00574,WE71,-0.00383,WE72,-0.00383,WE81,-0.00064,WE82,-0.00191,WE91,-0.00016,WE92,-0.00048
530,WW91,0.0043,WW92,0.01291,WW81,0.00383,WW82,0.01148,WW71,0.00319,WW72,0.00957,WW61,0.00255,WW62,0.00765,WW51,0.00191,WW52,0.00574,WW41,0.00128,WW42,0.00383,WW31,0.00064,WW32,0.00191,WW21,0.00016,WW22,0.00048,WE91,-0.0043,WE92,-0.01291,WE81,-0.00383,WE82,-0.01148,WE71,-0.00319,WE72,-0.00957,WE61,-0.00255,WE62,-0.00765,WE51,-0.00191,WE52,-0.00574,WE41,-0.00383,WE42,-0.00383,WE31,-0.00064,WE32,-0.00191,WE21,-0.00016,WE22,-0.00048
531,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
532,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
533,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
534,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
535,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
536,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
537,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
538,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
539,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
540,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
541,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
542,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
