Connection,Zone,Coefficent
342,N6,1
343,N7,1
344,N8,1
345,N9,1
346,N10,1
347,N11,1
348,N12,1
349,O1,1
350,O2,1
351,O3,1
352,O4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,O5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,O6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,O7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,O8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,O9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,O10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,O11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,O12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,A1,0.68,A2,0.98,A3,0.56,A4,0.27,A5,0.22,A6,0.23,A7,0.25,A8,0.15,A9,0.06,A10,0.02,A11,0,A12,-0.01,B1,0.28,B2,0,B3,0.13,B4,0.18,B5,0.15,B6,0.13,B7,0.12,B8,0.07,B9,0.03,B10,0.01,B11,0,B12,-0.01,,,,,,,,,,,,,,,,,,,,,,,,
362,A1,-0.2,A2,0,A3,0.25,A4,0.61,A5,1.06,A6,1.5,A7,1.5,A8,1.06,A9,0.61,A10,0.25,A11,0,A12,-0.2,B1,-0.16,B2,0,B3,0.19,B4,0.38,B5,0.58,B6,0.71,B7,0.71,B8,0.58,B9,0.38,B10,0.19,B11,0,B12,-0.16,,,,,,,,,,,,,,,,,,,,,,,,
363,A1,-0.01,A2,0,A3,0.02,A4,0.06,A5,0.15,A6,0.25,A7,0.23,A8,0.22,A9,0.27,A10,0.56,A11,0.98,A12,0.68,B1,-0.01,B2,0,B3,0.01,B4,0.03,B5,0.07,B6,0.12,B7,0.13,B8,0.15,B9,0.18,B10,0.13,B11,0,B12,0.28,,,,,,,,,,,,,,,,,,,,,,,,
364,A1,0.24,A2,0,A3,0.18,A4,0.26,A5,0.21,A6,0.14,A7,0.13,A8,0.12,A9,0.1,A10,0.06,A11,0,A12,-0.05,B1,0.63,B2,0.98,B3,0.64,B4,0.4,B5,0.31,B6,0.24,B7,0.26,B8,0.24,B9,0.18,B10,0.09,B11,0,B12,-0.08,C1,0.24,C2,0,C3,0.18,C4,0.26,C5,0.21,C6,0.14,C7,0.13,C8,0.12,C9,0.1,C10,0.06,C11,0,C12,-0.05
365,A1,-0.62,A2,0,A3,0.62,A4,0.95,A5,0.65,A6,0.08,A7,0.08,A8,0.65,A9,0.95,A10,0.62,A11,0,A12,-0.62,B1,-0.94,B2,0,B3,1.05,B4,1.9,B5,1.74,B6,0.15,B7,0.15,B8,1.74,B9,1.9,B10,1.05,B11,0,B12,-0.94,C1,-0.62,C2,0,C3,0.62,C4,0.95,C5,0.65,C6,0.08,C7,0.08,C8,0.65,C9,0.95,C10,0.62,C11,0,C12,-0.62
366,A1,0.22,A2,0,A3,-0.2,A4,-0.2,A5,0.25,A6,0.68,A7,0.68,A8,0.25,A9,-0.2,A10,-0.2,A11,0,A12,0.22,B1,0.36,B2,0,B3,-0.39,B4,-0.62,B5,-0.19,B6,1.35,B7,1.35,B8,-0.19,B9,-0.62,B10,-0.39,B11,0,B12,0.36,C1,0.22,C2,0,C3,-0.2,C4,-0.2,C5,0.25,C6,0.68,C7,0.68,C8,0.25,C9,-0.2,C10,-0.2,C11,0,C12,0.22
367,A1,-0.62,A2,0,A3,0.62,A4,0.95,A5,0.65,A6,0.08,A7,0.08,A8,0.65,A9,0.95,A10,0.62,A11,0,A12,-0.62,B1,-0.94,B2,0,B3,1.05,B4,1.9,B5,1.74,B6,0.15,B7,0.15,B8,1.74,B9,1.9,B10,1.05,B11,0,B12,-0.94,C1,-0.62,C2,0,C3,0.62,C4,0.95,C5,0.65,C6,0.08,C7,0.08,C8,0.65,C9,0.95,C10,0.62,C11,0,C12,-0.62
368,A1,-0.05,A2,0,A3,0.06,A4,0.1,A5,0.12,A6,0.13,A7,0.14,A8,0.21,A9,0.26,A10,0.18,A11,0,A12,0.24,B1,-0.08,B2,0,B3,0.09,B4,0.18,B5,0.24,B6,0.26,B7,0.24,B8,0.31,B9,0.4,B10,0.64,B11,0.98,B12,0.63,C1,-0.05,C2,0,C3,0.06,C4,0.1,C5,0.12,C6,0.13,C7,0.14,C8,0.21,C9,0.26,C10,0.18,C11,0,C12,0.24
369,B1,0.28,B2,0,B3,0.13,B4,0.18,B5,0.15,B6,0.13,B7,0.12,B8,0.07,B9,0.03,B10,0.01,B11,0,B12,-0.01,C1,0.68,C2,0.98,C3,0.56,C4,0.27,C5,0.22,C6,0.23,C7,0.25,C8,0.15,C9,0.06,C10,0.02,C11,0,C12,-0.01,D1,0.28,D2,0,D3,0.13,D4,0.18,D5,0.15,D6,0.13,D7,0.12,D8,0.07,D9,0.03,D10,0.01,D11,0,D12,-0.01
370,B1,-0.16,B2,0,B3,0.19,B4,0.38,B5,0.58,B6,0.71,B7,0.71,B8,0.58,B9,0.38,B10,0.19,B11,0,B12,-0.16,C1,-0.2,C2,0,C3,0.25,C4,0.61,C5,1.06,C6,1.5,C7,1.5,C8,1.06,C9,0.61,C10,0.25,C11,0,C12,-0.2,D1,-0.16,D2,0,D3,0.19,D4,0.38,D5,0.58,D6,0.71,D7,0.71,D8,0.58,D9,0.38,D10,0.19,D11,0,D12,-0.16
371,B1,-0.01,B2,0,B3,0.01,B4,0.03,B5,0.07,B6,0.12,B7,0.13,B8,0.15,B9,0.18,B10,0.13,B11,0,B12,0.28,C1,-0.01,C2,0,C3,0.02,C4,0.06,C5,0.15,C6,0.25,C7,0.23,C8,0.22,C9,0.27,C10,0.56,C11,0.98,C12,0.68,D1,-0.01,D2,0,D3,0.01,D4,0.03,D5,0.07,D6,0.12,D7,0.13,D8,0.15,D9,0.18,D10,0.13,D11,0,D12,0.28
372,C1,0.24,C2,0,C3,0.18,C4,0.26,C5,0.21,C6,0.14,C7,0.13,C8,0.12,C9,0.1,C10,0.06,C11,0,C12,-0.05,D1,0.63,D2,0.98,D3,0.64,D4,0.4,D5,0.31,D6,0.24,D7,0.26,D8,0.24,D9,0.18,D10,0.09,D11,0,D12,-0.08,E1,0.24,E2,0,E3,0.18,E4,0.26,E5,0.21,E6,0.14,E7,0.13,E8,0.12,E9,0.1,E10,0.06,E11,0,E12,-0.05
373,C1,-0.62,C2,0,C3,0.62,C4,0.95,C5,0.65,C6,0.08,C7,0.08,C8,0.65,C9,0.95,C10,0.62,C11,0,C12,-0.62,D1,-0.94,D2,0,D3,1.05,D4,1.9,D5,1.74,D6,0.15,D7,0.15,D8,1.74,D9,1.9,D10,1.05,D11,0,D12,-0.94,E1,-0.62,E2,0,E3,0.62,E4,0.95,E5,0.65,E6,0.08,E7,0.08,E8,0.65,E9,0.95,E10,0.62,E11,0,E12,-0.62
374,C1,0.22,C2,0,C3,-0.2,C4,-0.2,C5,0.25,C6,0.68,C7,0.68,C8,0.25,C9,-0.2,C10,-0.2,C11,0,C12,0.22,D1,0.36,D2,0,D3,-0.39,D4,-0.62,D5,-0.19,D6,1.35,D7,1.35,D8,-0.19,D9,-0.62,D10,-0.39,D11,0,D12,0.36,E1,0.22,E2,0,E3,-0.2,E4,-0.2,E5,0.25,E6,0.68,E7,0.68,E8,0.25,E9,-0.2,E10,-0.2,E11,0,E12,0.22
375,C1,-0.62,C2,0,C3,0.62,C4,0.95,C5,0.65,C6,0.08,C7,0.08,C8,0.65,C9,0.95,C10,0.62,C11,0,C12,-0.62,D1,-0.94,D2,0,D3,1.05,D4,1.9,D5,1.74,D6,0.15,D7,0.15,D8,1.74,D9,1.9,D10,1.05,D11,0,D12,-0.94,E1,-0.62,E2,0,E3,0.62,E4,0.95,E5,0.65,E6,0.08,E7,0.08,E8,0.65,E9,0.95,E10,0.62,E11,0,E12,-0.62
376,C1,-0.05,C2,0,C3,0.06,C4,0.1,C5,0.12,C6,0.13,C7,0.14,C8,0.21,C9,0.26,C10,0.18,C11,0,C12,0.24,D1,-0.08,D2,0,D3,0.09,D4,0.18,D5,0.24,D6,0.26,D7,0.24,D8,0.31,D9,0.4,D10,0.64,D11,0.98,D12,0.63,E1,-0.05,E2,0,E3,0.06,E4,0.1,E5,0.12,E6,0.13,E7,0.14,E8,0.21,E9,0.26,E10,0.18,E11,0,E12,0.24
377,D1,0.28,D2,0,D3,0.13,D4,0.18,D5,0.15,D6,0.13,D7,0.12,D8,0.07,D9,0.03,D10,0.01,D11,0,D12,-0.01,E1,0.68,E2,0.98,E3,0.56,E4,0.27,E5,0.22,E6,0.23,E7,0.25,E8,0.15,E9,0.06,E10,0.02,E11,0,E12,-0.01,F1,0.28,F2,0,F3,0.13,F4,0.18,F5,0.15,F6,0.13,F7,0.12,F8,0.07,F9,0.03,F10,0.01,F11,0,F12,-0.01
378,D1,-0.16,D2,0,D3,0.19,D4,0.38,D5,0.58,D6,0.71,D7,0.71,D8,0.58,D9,0.38,D10,0.19,D11,0,D12,-0.16,E1,-0.2,E2,0,E3,0.25,E4,0.61,E5,1.06,E6,1.5,E7,1.5,E8,1.06,E9,0.61,E10,0.25,E11,0,E12,-0.2,F1,-0.16,F2,0,F3,0.19,F4,0.38,F5,0.58,F6,0.71,F7,0.71,F8,0.58,F9,0.38,F10,0.19,F11,0,F12,-0.16
379,D1,-0.01,D2,0,D3,0.01,D4,0.03,D5,0.07,D6,0.12,D7,0.13,D8,0.15,D9,0.18,D10,0.13,D11,0,D12,0.28,E1,-0.01,E2,0,E3,0.02,E4,0.06,E5,0.15,E6,0.25,E7,0.23,E8,0.22,E9,0.27,E10,0.56,E11,0.98,E12,0.68,F1,-0.01,F2,0,F3,0.01,F4,0.03,F5,0.07,F6,0.12,F7,0.13,F8,0.15,F9,0.18,F10,0.13,F11,0,F12,0.28
380,E1,0.24,E2,0,E3,0.18,E4,0.26,E5,0.21,E6,0.14,E7,0.13,E8,0.12,E9,0.1,E10,0.06,E11,0,E12,-0.05,F1,0.63,F2,0.98,F3,0.64,F4,0.4,F5,0.31,F6,0.24,F7,0.26,F8,0.24,F9,0.18,F10,0.09,F11,0,F12,-0.08,G1,0.24,G2,0,G3,0.18,G4,0.26,G5,0.21,G6,0.14,G7,0.13,G8,0.12,G9,0.1,G10,0.06,G11,0,G12,-0.05
381,E1,-0.62,E2,0,E3,0.62,E4,0.95,E5,0.65,E6,0.08,E7,0.08,E8,0.65,E9,0.95,E10,0.62,E11,0,E12,-0.62,F1,-0.94,F2,0,F3,1.05,F4,1.9,F5,1.74,F6,0.15,F7,0.15,F8,1.74,F9,1.9,F10,1.05,F11,0,F12,-0.94,G1,-0.62,G2,0,G3,0.62,G4,0.95,G5,0.65,G6,0.08,G7,0.08,G8,0.65,G9,0.95,G10,0.62,G11,0,G12,-0.62
382,E1,0.22,E2,0,E3,-0.2,E4,-0.2,E5,0.25,E6,0.68,E7,0.68,E8,0.25,E9,-0.2,E10,-0.2,E11,0,E12,0.22,F1,0.36,F2,0,F3,-0.39,F4,-0.62,F5,-0.19,F6,1.35,F7,1.35,F8,-0.19,F9,-0.62,F10,-0.39,F11,0,F12,0.36,G1,0.22,G2,0,G3,-0.2,G4,-0.2,G5,0.25,G6,0.68,G7,0.68,G8,0.25,G9,-0.2,G10,-0.2,G11,0,G12,0.22
383,E1,-0.62,E2,0,E3,0.62,E4,0.95,E5,0.65,E6,0.08,E7,0.08,E8,0.65,E9,0.95,E10,0.62,E11,0,E12,-0.62,F1,-0.94,F2,0,F3,1.05,F4,1.9,F5,1.74,F6,0.15,F7,0.15,F8,1.74,F9,1.9,F10,1.05,F11,0,F12,-0.94,G1,-0.62,G2,0,G3,0.62,G4,0.95,G5,0.65,G6,0.08,G7,0.08,G8,0.65,G9,0.95,G10,0.62,G11,0,G12,-0.62
384,E1,-0.05,E2,0,E3,0.06,E4,0.1,E5,0.12,E6,0.13,E7,0.14,E8,0.21,E9,0.26,E10,0.18,E11,0,E12,0.24,F1,-0.08,F2,0,F3,0.09,F4,0.18,F5,0.24,F6,0.26,F7,0.24,F8,0.31,F9,0.4,F10,0.64,F11,0.98,F12,0.63,G1,-0.05,G2,0,G3,0.06,G4,0.1,G5,0.12,G6,0.13,G7,0.14,G8,0.21,G9,0.26,G10,0.18,G11,0,G12,0.24
385,F1,0.28,F2,0,F3,0.13,F4,0.18,F5,0.15,F6,0.13,F7,0.12,F8,0.07,F9,0.03,F10,0.01,F11,0,F12,-0.01,G1,0.68,G2,0.98,G3,0.56,G4,0.27,G5,0.22,G6,0.23,G7,0.25,G8,0.15,G9,0.06,G10,0.02,G11,0,G12,-0.01,H1,0.28,H2,0,H3,0.13,H4,0.18,H5,0.15,H6,0.13,H7,0.12,H8,0.07,H9,0.03,H10,0.01,H11,0,H12,-0.01
386,F1,-0.16,F2,0,F3,0.19,F4,0.38,F5,0.58,F6,0.71,F7,0.71,F8,0.58,F9,0.38,F10,0.19,F11,0,F12,-0.16,G1,-0.2,G2,0,G3,0.25,G4,0.61,G5,1.06,G6,1.5,G7,1.5,G8,1.06,G9,0.61,G10,0.25,G11,0,G12,-0.2,H1,-0.16,H2,0,H3,0.19,H4,0.38,H5,0.58,H6,0.71,H7,0.71,H8,0.58,H9,0.38,H10,0.19,H11,0,H12,-0.16
387,F1,-0.01,F2,0,F3,0.01,F4,0.03,F5,0.07,F6,0.12,F7,0.13,F8,0.15,F9,0.18,F10,0.13,F11,0,F12,0.28,G1,-0.01,G2,0,G3,0.02,G4,0.06,G5,0.15,G6,0.25,G7,0.23,G8,0.22,G9,0.27,G10,0.56,G11,0.98,G12,0.68,H1,-0.01,H2,0,H3,0.01,H4,0.03,H5,0.07,H6,0.12,H7,0.13,H8,0.15,H9,0.18,H10,0.13,H11,0,H12,0.28
388,G1,0.24,G2,0,G3,0.18,G4,0.26,G5,0.21,G6,0.14,G7,0.13,G8,0.12,G9,0.1,G10,0.06,G11,0,G12,-0.05,H1,0.63,H2,0.98,H3,0.64,H4,0.4,H5,0.31,H6,0.24,H7,0.26,H8,0.24,H9,0.18,H10,0.09,H11,0,H12,-0.08,I1,0.24,I2,0,I3,0.18,I4,0.26,I5,0.21,I6,0.14,I7,0.13,I8,0.12,I9,0.1,I10,0.06,I11,0,I12,-0.05
389,G1,-0.62,G2,0,G3,0.62,G4,0.95,G5,0.65,G6,0.08,G7,0.08,G8,0.65,G9,0.95,G10,0.62,G11,0,G12,-0.62,H1,-0.94,H2,0,H3,1.05,H4,1.9,H5,1.74,H6,0.15,H7,0.15,H8,1.74,H9,1.9,H10,1.05,H11,0,H12,-0.94,I1,-0.62,I2,0,I3,0.62,I4,0.95,I5,0.65,I6,0.08,I7,0.08,I8,0.65,I9,0.95,I10,0.62,I11,0,I12,-0.62
390,G1,0.22,G2,0,G3,-0.2,G4,-0.2,G5,0.25,G6,0.68,G7,0.68,G8,0.25,G9,-0.2,G10,-0.2,G11,0,G12,0.22,H1,0.36,H2,0,H3,-0.39,H4,-0.62,H5,-0.19,H6,1.35,H7,1.35,H8,-0.19,H9,-0.62,H10,-0.39,H11,0,H12,0.36,I1,0.22,I2,0,I3,-0.2,I4,-0.2,I5,0.25,I6,0.68,I7,0.68,I8,0.25,I9,-0.2,I10,-0.2,I11,0,I12,0.22
391,G1,-0.62,G2,0,G3,0.62,G4,0.95,G5,0.65,G6,0.08,G7,0.08,G8,0.65,G9,0.95,G10,0.62,G11,0,G12,-0.62,H1,-0.94,H2,0,H3,1.05,H4,1.9,H5,1.74,H6,0.15,H7,0.15,H8,1.74,H9,1.9,H10,1.05,H11,0,H12,-0.94,I1,-0.62,I2,0,I3,0.62,I4,0.95,I5,0.65,I6,0.08,I7,0.08,I8,0.65,I9,0.95,I10,0.62,I11,0,I12,-0.62
392,G1,-0.05,G2,0,G3,0.06,G4,0.1,G5,0.12,G6,0.13,G7,0.14,G8,0.21,G9,0.26,G10,0.18,G11,0,G12,0.24,H1,-0.08,H2,0,H3,0.09,H4,0.18,H5,0.24,H6,0.26,H7,0.24,H8,0.31,H9,0.4,H10,0.64,H11,0.98,H12,0.63,I1,-0.05,I2,0,I3,0.06,I4,0.1,I5,0.12,I6,0.13,I7,0.14,I8,0.21,I9,0.26,I10,0.18,I11,0,I12,0.24
393,H1,0.28,H2,0,H3,0.13,H4,0.18,H5,0.15,H6,0.13,H7,0.12,H8,0.07,H9,0.03,H10,0.01,H11,0,H12,-0.01,I1,0.68,I2,0.98,I3,0.56,I4,0.27,I5,0.22,I6,0.23,I7,0.25,I8,0.15,I9,0.06,I10,0.02,I11,0,I12,-0.01,J1,0.28,J2,0,J3,0.13,J4,0.18,J5,0.15,J6,0.13,J7,0.12,J8,0.07,J9,0.03,J10,0.01,J11,0,J12,-0.01
394,H1,-0.16,H2,0,H3,0.19,H4,0.38,H5,0.58,H6,0.71,H7,0.71,H8,0.58,H9,0.38,H10,0.19,H11,0,H12,-0.16,I1,-0.2,I2,0,I3,0.25,I4,0.61,I5,1.06,I6,1.5,I7,1.5,I8,1.06,I9,0.61,I10,0.25,I11,0,I12,-0.2,J1,-0.16,J2,0,J3,0.19,J4,0.38,J5,0.58,J6,0.71,J7,0.71,J8,0.58,J9,0.38,J10,0.19,J11,0,J12,-0.16
395,H1,-0.01,H2,0,H3,0.01,H4,0.03,H5,0.07,H6,0.12,H7,0.13,H8,0.15,H9,0.18,H10,0.13,H11,0,H12,0.28,I1,-0.01,I2,0,I3,0.02,I4,0.06,I5,0.15,I6,0.25,I7,0.23,I8,0.22,I9,0.27,I10,0.56,I11,0.98,I12,0.68,J1,-0.01,J2,0,J3,0.01,J4,0.03,J5,0.07,J6,0.12,J7,0.13,J8,0.15,J9,0.18,J10,0.13,J11,0,J12,0.28
396,I1,0.24,I2,0,I3,0.18,I4,0.26,I5,0.21,I6,0.14,I7,0.13,I8,0.12,I9,0.1,I10,0.06,I11,0,I12,-0.05,J1,0.63,J2,0.98,J3,0.64,J4,0.4,J5,0.31,J6,0.24,J7,0.26,J8,0.24,J9,0.18,J10,0.09,J11,0,J12,-0.08,K1,0.24,K2,0,K3,0.18,K4,0.26,K5,0.21,K6,0.14,K7,0.13,K8,0.12,K9,0.1,K10,0.06,K11,0,K12,-0.05
397,I1,-0.62,I2,0,I3,0.62,I4,0.95,I5,0.65,I6,0.08,I7,0.08,I8,0.65,I9,0.95,I10,0.62,I11,0,I12,-0.62,J1,-0.94,J2,0,J3,1.05,J4,1.9,J5,1.74,J6,0.15,J7,0.15,J8,1.74,J9,1.9,J10,1.05,J11,0,J12,-0.94,K1,-0.62,K2,0,K3,0.62,K4,0.95,K5,0.65,K6,0.08,K7,0.08,K8,0.65,K9,0.95,K10,0.62,K11,0,K12,-0.62
398,I1,0.22,I2,0,I3,-0.2,I4,-0.2,I5,0.25,I6,0.68,I7,0.68,I8,0.25,I9,-0.2,I10,-0.2,I11,0,I12,0.22,J1,0.36,J2,0,J3,-0.39,J4,-0.62,J5,-0.19,J6,1.35,J7,1.35,J8,-0.19,J9,-0.62,J10,-0.39,J11,0,J12,0.36,K1,0.22,K2,0,K3,-0.2,K4,-0.2,K5,0.25,K6,0.68,K7,0.68,K8,0.25,K9,-0.2,K10,-0.2,K11,0,K12,0.22
399,I1,-0.62,I2,0,I3,0.62,I4,0.95,I5,0.65,I6,0.08,I7,0.08,I8,0.65,I9,0.95,I10,0.62,I11,0,I12,-0.62,J1,-0.94,J2,0,J3,1.05,J4,1.9,J5,1.74,J6,0.15,J7,0.15,J8,1.74,J9,1.9,J10,1.05,J11,0,J12,-0.94,K1,-0.62,K2,0,K3,0.62,K4,0.95,K5,0.65,K6,0.08,K7,0.08,K8,0.65,K9,0.95,K10,0.62,K11,0,K12,-0.62
400,I1,-0.05,I2,0,I3,0.06,I4,0.1,I5,0.12,I6,0.13,I7,0.14,I8,0.21,I9,0.26,I10,0.18,I11,0,I12,0.24,J1,-0.08,J2,0,J3,0.09,J4,0.18,J5,0.24,J6,0.26,J7,0.24,J8,0.31,J9,0.4,J10,0.64,J11,0.98,J12,0.63,K1,-0.05,K2,0,K3,0.06,K4,0.1,K5,0.12,K6,0.13,K7,0.14,K8,0.21,K9,0.26,K10,0.18,K11,0,K12,0.24
401,J1,0.28,J2,0,J3,0.13,J4,0.18,J5,0.15,J6,0.13,J7,0.12,J8,0.07,J9,0.03,J10,0.01,J11,0,J12,-0.01,K1,0.68,K2,0.98,K3,0.56,K4,0.27,K5,0.22,K6,0.23,K7,0.25,K8,0.15,K9,0.06,K10,0.02,K11,0,K12,-0.01,L1,0.28,L2,0,L3,0.13,L4,0.18,L5,0.15,L6,0.13,L7,0.12,L8,0.07,L9,0.03,L10,0.01,L11,0,L12,-0.01
402,J1,-0.16,J2,0,J3,0.19,J4,0.38,J5,0.58,J6,0.71,J7,0.71,J8,0.58,J9,0.38,J10,0.19,J11,0,J12,-0.16,K1,-0.2,K2,0,K3,0.25,K4,0.61,K5,1.06,K6,1.5,K7,1.5,K8,1.06,K9,0.61,K10,0.25,K11,0,K12,-0.2,L1,-0.16,L2,0,L3,0.19,L4,0.38,L5,0.58,L6,0.71,L7,0.71,L8,0.58,L9,0.38,L10,0.19,L11,0,L12,-0.16
403,J1,-0.01,J2,0,J3,0.01,J4,0.03,J5,0.07,J6,0.12,J7,0.13,J8,0.15,J9,0.18,J10,0.13,J11,0,J12,0.28,K1,-0.01,K2,0,K3,0.02,K4,0.06,K5,0.15,K6,0.25,K7,0.23,K8,0.22,K9,0.27,K10,0.56,K11,0.98,K12,0.68,L1,-0.01,L2,0,L3,0.01,L4,0.03,L5,0.07,L6,0.12,L7,0.13,L8,0.15,L9,0.18,L10,0.13,L11,0,L12,0.28
404,K1,0.24,K2,0,K3,0.18,K4,0.26,K5,0.21,K6,0.14,K7,0.13,K8,0.12,K9,0.1,K10,0.06,K11,0,K12,-0.05,L1,0.63,L2,0.98,L3,0.64,L4,0.4,L5,0.31,L6,0.24,L7,0.26,L8,0.24,L9,0.18,L10,0.09,L11,0,L12,-0.08,M1,0.24,M2,0,M3,0.18,M4,0.26,M5,0.21,M6,0.14,M7,0.13,M8,0.12,M9,0.1,M10,0.06,M11,0,M12,-0.05
