Damaged connection,Connection,Zone,Inf factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,737,A1,0.00,A2,0,A3,0,A4,0,A5,0,A6,0,A7,0,A8,0,A9,0,A10,0,A11,0,A12,0,A13,0,A14,0,A15,0,A16,0,B1,0,B2,0,B3,0,B4,0,B5,0,B6,0,B7,0,B8,0,B9,0,B10,0,B11,0,B12,0,B13,0,B14,0,B15,0,B16,0,C1,0,C2,0,C3,0,C4,0,C5,0,C6,0,C7,0,C8,0,C9,0,C10,0,C11,0,C12,0,C13,0,C14,0,C15,0,C16,0
737,738,A1,0.06,A2,0.011,A3,0.16,A4,0.21,A5,0.26,A6,0.29,A7,0.32,A8,0.35,A9,0.33,A10,0.38,A11,0.41,A12,0.45,A13,0.53,A14,1.01,A15,0.92,A16,0.05,B1,0.22,B2,0,B3,-0.01,B4,0.14,B5,0.17,B6,0.19,B7,0.2,B8,0.22,B9,0.19,B10,0.2,B11,0.2,B12,0.21,B13,0.2,B14,-0.1,B15,0,B16,0.75,C1,0.07,C2,0,C3,0,C4,0.06,C5,0.07,C6,0.08,C7,0.1,C8,0.1,C9,0.08,C10,0.09,C11,0.1,C12,0.1,C13,0.09,C14,-0.1,C15,0,C16,0.36
737,739,A1,0.77,A2,0.73,A3,0.68,A4,0.57,A5,0.5,A6,0.46,A7,0.42,A8,0.37,A9,0.43,A10,0.38,A11,0.34,A12,0.29,A13,0.22,A14,0.03,A15,0,A16,0.18,B1,0.02,B2,0.92,B3,0.97,B4,0.5,B5,0.42,B6,0.37,B7,0.3,B8,0.26,B9,0.32,B10,0.27,B11,0.23,B12,0.18,B13,0.12,B14,0.02,B15,0,B16,0.08,C1,0.72,C2,0,C3,-0.08,C4,0.19,C5,0.19,C6,0.17,C7,0.15,C8,0.13,C9,0.18,C10,0.15,C11,0.12,C12,0.1,C13,0.07,C14,0.04,C15,0,C16,-0.02
737,740,A1,0.14,A2,0.16,A3,0.17,A4,0.19,A5,0.2,A6,0.21,A7,0.22,A8,0.23,A9,0.19,A10,0.19,A11,0.2,A12,0.2,A13,0.19,A14,-0.1,A15,0,A16,0.74,B1,0.1,B2,0,B3,0,B4,0.06,B5,0.1,B6,0.13,B7,0.15,B8,0.19,B9,0.16,B10,0.2,B11,0.25,B12,0.3,B13,0.38,B14,1.05,B15,0.92,B16,-0.53,C1,0.02,C2,0,C3,0.01,C4,0.05,C5,0.07,C6,0.08,C7,0.1,C8,0.11,C9,0.09,C10,0.11,C11,0.11,C12,0.13,C13,0.13,C14,0,C15,0,C16,0.44
737,741,A1,0.35,A2,0.27,A3,0.2,A4,0.24,A5,0.22,A6,0.2,A7,0.17,A8,0.15,A9,0.19,A10,0.16,A11,0.14,A12,0.12,A13,0.08,A14,0.03,A15,0,A16,0.03,B1,0.65,B2,0,B3,-0.04,B4,0.18,B5,0.17,B6,0.16,B7,0.15,B8,0.13,B9,0.16,B10,0.14,B11,0.12,B12,0.1,B13,0.07,B14,0.03,B15,0,B16,0.01,C1,-0.52,C2,0.92,C3,1.02,C4,0.35,C5,0.27,C6,0.22,C7,0.17,C8,0.12,C9,0.16,C10,0.12,C11,0.09,C12,0.06,C13,0.02,C14,0.01,C15,0,C16,-0.01
737,742,A1,0.03,A2,0.04,A3,0.05,A4,0.06,A5,0.07,A6,0.08,A7,0.09,A8,0.1,A9,0.07,A10,0.07,A11,0.09,A12,0.09,A13,0.09,A14,-0.1,A15,0,A16,0.34,B1,-0.01,B2,0,B3,0.02,B4,0.04,B5,0.06,B6,0.08,B7,0.09,B8,0.11,B9,0.08,B10,0.1,B11,0.11,B12,0.12,B13,0.13,B14,0,B15,0,B16,0.44,C1,-0.01,C2,0,C3,0.01,C4,0.01,C5,0.04,C6,0.07,C7,0.09,C8,0.13,C9,0.1,C10,0.15,C11,0.19,C12,0.24,C13,0.33,C14,1.05,C15,0.92,C16,-0.63
738,737,A1,0.05,A2,0.92,A3,1.01,A4,0.53,A5,0.45,A6,0.41,A7,0.38,A8,0.33,A9,0.35,A10,0.32,A11,0.29,A12,0.26,A13,0.21,A14,0.16,A15,0.011,A16,0.06,B1,0.75,B2,0,B3,-0.1,B4,0.2,B5,0.21,B6,0.2,B7,0.2,B8,0.19,B9,0.22,B10,0.2,B11,0.19,B12,0.17,B13,0.14,B14,-0.01,B15,0,B16,0.22,C1,0.36,C2,0,C3,-0.1,C4,0.09,C5,0.1,C6,0.1,C7,0.09,C8,0.08,C9,0.1,C10,0.1,C11,0.08,C12,0.07,C13,0.06,C14,0,C15,0,C16,0.07
738,738,A1,0.00,A2,0,A3,0,A4,0,A5,0,A6,0,A7,0,A8,0,A9,0,A10,0,A11,0,A12,0,A13,0,A14,0,A15,0,A16,0,B1,0,B2,0,B3,0,B4,0,B5,0,B6,0,B7,0,B8,0,B9,0,B10,0,B11,0,B12,0,B13,0,B14,0,B15,0,B16,0,C1,0,C2,0,C3,0,C4,0,C5,0,C6,0,C7,0,C8,0,C9,0,C10,0,C11,0,C12,0,C13,0,C14,0,C15,0,C16,0
738,739,A1,0.18,A2,0,A3,0.03,A4,0.22,A5,0.29,A6,0.34,A7,0.38,A8,0.43,A9,0.37,A10,0.42,A11,0.46,A12,0.5,A13,0.57,A14,0.68,A15,0.73,A16,0.77,B1,0.08,B2,0,B3,0.02,B4,0.12,B5,0.18,B6,0.23,B7,0.27,B8,0.32,B9,0.26,B10,0.3,B11,0.37,B12,0.42,B13,0.5,B14,0.97,B15,0.92,B16,0.02,C1,-0.02,C2,0,C3,0.04,C4,0.07,C5,0.1,C6,0.12,C7,0.15,C8,0.18,C9,0.13,C10,0.15,C11,0.17,C12,0.19,C13,0.19,C14,-0.08,C15,0,C16,0.72
738,740,A1,0.74,A2,0,A3,-0.1,A4,0.19,A5,0.2,A6,0.2,A7,0.19,A8,0.19,A9,0.23,A10,0.22,A11,0.21,A12,0.2,A13,0.19,A14,0.17,A15,0.16,A16,0.14,B1,-0.53,B2,0.92,B3,1.05,B4,0.38,B5,0.3,B6,0.25,B7,0.2,B8,0.16,B9,0.19,B10,0.15,B11,0.13,B12,0.1,B13,0.06,B14,0,B15,0,B16,0.1,C1,0.44,C2,0,C3,0,C4,0.13,C5,0.13,C6,0.11,C7,0.11,C8,0.09,C9,0.11,C10,0.1,C11,0.08,C12,0.07,C13,0.05,C14,0.01,C15,0,C16,0.02
738,741,A1,0.03,A2,0,A3,0.03,A4,0.08,A5,0.12,A6,0.14,A7,0.16,A8,0.19,A9,0.15,A10,0.17,A11,0.2,A12,0.22,A13,0.24,A14,0.2,A15,0.27,A16,0.35,B1,0.01,B2,0,B3,0.03,B4,0.07,B5,0.1,B6,0.12,B7,0.14,B8,0.16,B9,0.13,B10,0.15,B11,0.16,B12,0.17,B13,0.18,B14,-0.04,B15,0,B16,0.65,C1,-0.01,C2,0,C3,0.01,C4,0.02,C5,0.06,C6,0.09,C7,0.12,C8,0.16,C9,0.12,C10,0.17,C11,0.22,C12,0.27,C13,0.35,C14,1.02,C15,0.92,C16,-0.52
